t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
139674,1437,-1182,3518,-134,53,-55
139676,1431,-1192,3531,-136,44,-54
139678,1429,-1189,3531,-141,30,-53
139680,1428,-1186,3529,-149,15,-51
139682,1432,-1189,3504,-155,1,-50
139684,1436,-1192,3490,-160,-6,-49
139686,1447,-1191,3468,-158,-11,-50
139688,1451,-1177,3428,-157,-10,-52
139690,1457,-1177,3413,-152,-3,-52
139692,1458,-1199,3397,-149,9,-51
139694,1456,-1203,3399,-141,27,-50
139696,1456,-1200,3430,-138,44,-52
139698,1459,-1199,3461,-135,56,-50
139700,1462,-1204,3488,-132,67,-50
139702,1453,-1204,3511,-129,69,-53
139704,1453,-1202,3548,-130,64,-56
139706,1458,-1204,3569,-133,51,-56
139708,1452,-1201,3572,-137,37,-55
139710,1456,-1203,3560,-144,22,-54
139712,1448,-1196,3557,-149,7,-54
139714,1452,-1194,3534,-153,-6,-52
139716,1454,-1194,3520,-158,-13,-48
139718,1461,-1196,3510,-159,-15,-48
139720,1456,-1201,3495,-161,-14,-51
139722,1461,-1198,3482,-159,-10,-54
139724,1461,-1201,3479,-155,-4,-54
139726,1451,-1205,3461,-151,7,-55
139728,1448,-1195,3458,-146,17,-56
139730,1452,-1181,3462,-143,26,-57
139732,1455,-1193,3472,-139,36,-57
139734,1450,-1196,3485,-138,42,-56
139736,1446,-1187,3505,-139,43,-56
139738,1437,-1182,3517,-139,37,-56
139740,1442,-1179,3531,-144,28,-54
139742,1438,-1185,3545,-148,16,-52
139744,1436,-1190,3536,-152,2,-53
139746,1441,-1187,3518,-155,-10,-54
139748,1449,-1176,3494,-158,-18,-52
139750,1451,-1188,3462,-159,-18,-51
139752,1449,-1196,3444,-157,-16,-52
139754,1448,-1200,3424,-155,-9,-53
139756,1452,-1195,3408,-152,3,-52
139758,1456,-1201,3393,-147,17,-53
139760,1446,-1207,3416,-142,33,-53
139762,1443,-1196,3435,-139,45,-52
139764,1439,-1197,3457,-136,53,-53
139766,1437,-1197,3482,-133,55,-54
139768,1445,-1198,3490,-135,55,-54
139770,1442,-1200,3503,-136,48,-56
139772,1441,-1192,3509,-138,35,-55
139774,1443,-1190,3504,-140,25,-55
139776,1438,-1195,3506,-145,17,-55
139778,1441,-1196,3495,-148,11,-54
139780,1452,-1195,3483,-152,7,-53
139782,1452,-1195,3474,-153,5,-49
139784,1448,-1200,3473,-151,8,-47
139786,1445,-1204,3467,-148,12,-50
139788,1457,-1202,3460,-147,18,-52
139790,1460,-1193,3453,-145,25,-51
139792,1456,-1206,3460,-143,33,-51
139794,1451,-1206,3472,-139,39,-53
139796,1450,-1202,3487,-139,46,-57
139798,1447,-1193,3502,-138,48,-56
139800,1446,-1196,3513,-138,46,-54
139802,1445,-1191,3530,-138,41,-53
139804,1443,-1190,3539,-142,32,-54
139806,1447,-1185,3535,-146,20,-55
139808,1448,-1191,3535,-149,9,-51
139810,1455,-1200,3513,-150,-2,-51
139812,1452,-1196,3506,-154,-9,-53
139814,1452,-1186,3480,-156,-12,-53
139816,1451,-1190,3471,-156,-10,-50
139818,1457,-1200,3456,-154,-4,-49
139820,1456,-1195,3448,-153,2,-51
139822,1456,-1193,3452,-150,9,-52
139824,1452,-1187,3459,-148,17,-52
139826,1455,-1193,3465,-145,23,-52
139828,1452,-1191,3474,-142,30,-55
139830,1444,-1189,3488,-141,33,-55
139832,1444,-1193,3494,-141,32,-54
139834,1442,-1202,3499,-142,31,-54
139836,1447,-1199,3510,-145,26,-56
139838,1446,-1185,3520,-150,18,-56
139840,1450,-1183,3508,-152,12,-55
139842,1443,-1191,3492,-152,8,-54
139844,1436,-1191,3468,-153,5,-54
139846,1439,-1186,3457,-152,4,-54
139848,1441,-1196,3445,-154,5,-54
139850,1444,-1201,3444,-152,8,-50
139852,1445,-1210,3441,-150,15,-50
139854,1453,-1201,3448,-146,21,-54
139856,1454,-1190,3449,-144,25,-56
139858,1457,-1189,3449,-140,29,-56
139860,1457,-1197,3462,-139,35,-55
139862,1455,-1192,3470,-138,41,-56
139864,1456,-1191,3481,-137,44,-55
139866,1456,-1196,3490,-140,43,-51
139868,1457,-1196,3503,-139,42,-50
139870,1456,-1196,3501,-140,36,-51
139872,1458,-1191,3512,-143,27,-50
139874,1466,-1188,3505,-145,19,-51
139876,1458,-1195,3497,-149,13,-52
139878,1461,-1201,3487,-150,8,-51
139880,1455,-1197,3491,-151,9,-52
139882,1456,-1197,3486,-149,10,-52
139884,1456,-1206,3482,-149,13,-51
139886,1453,-1211,3480,-146,20,-52
139888,1456,-1205,3492,-147,24,-54
139890,1452,-1192,3502,-144,26,-56
139892,1452,-1202,3506,-142,30,-55
139894,1442,-1212,3508,-142,33,-55
139896,1438,-1203,3509,-142,35,-56
139898,1445,-1177,3522,-144,30,-55
139900,1436,-1187,3531,-147,24,-53
139902,1435,-1189,3531,-147,20,-51
139904,1439,-1181,3545,-149,15,-53
139906,1452,-1178,3522,-152,7,-52
139908,1446,-1185,3498,-153,1,-51
139910,1443,-1198,3486,-153,-1,-49
139912,1441,-1208,3466,-156,-2,-51
139914,1448,-1204,3450,-157,-2,-52
139916,1447,-1197,3448,-156,2,-53
139918,1447,-1195,3453,-156,10,-54
139920,1450,-1194,3453,-152,16,-56
139922,1450,-1187,3456,-147,22,-55
139924,1456,-1185,3456,-143,28,-55
139926,1454,-1185,3462,-142,29,-56
139928,1438,-1185,3462,-143,31,-57
139930,1434,-1188,3476,-142,31,-57
139932,1436,-1182,3494,-144,30,-55
139934,1437,-1188,3489,-146,29,-53
139936,1430,-1189,3490,-149,24,-52
139938,1439,-1193,3493,-151,16,-52
139940,1437,-1183,3491,-149,9,-53
139942,1440,-1181,3471,-148,5,-51
139944,1440,-1190,3457,-150,4,-52
139946,1441,-1190,3440,-150,9,-56
139948,1444,-1188,3438,-147,13,-55
139950,1444,-1191,3430,-143,21,-52
139952,1441,-1192,3443,-141,30,-51
139954,1441,-1194,3471,-140,37,-54
139956,1431,-1195,3500,-138,41,-56
139958,1440,-1198,3505,-137,42,-55
139960,1447,-1202,3497,-138,39,-55
139962,1445,-1198,3504,-138,37,-54
139964,1450,-1198,3512,-140,34,-55
139966,1447,-1207,3512,-141,29,-54
139968,1441,-1213,3521,-143,23,-52
139970,1448,-1211,3523,-146,19,-54
139972,1452,-1206,3518,-148,14,-53
139974,1456,-1201,3500,-147,11,-52
139976,1454,-1199,3501,-146,11,-53
139978,1446,-1205,3506,-149,10,-52
139980,1450,-1197,3496,-151,12,-53
139982,1457,-1189,3493,-151,19,-54
139984,1457,-1199,3487,-149,23,-53
139986,1459,-1209,3495,-147,25,-53
139988,1451,-1200,3497,-145,27,-56
139990,1460,-1194,3510,-142,27,-57
139992,1454,-1189,3512,-143,25,-55
139994,1444,-1199,3502,-143,22,-54
139996,1442,-1189,3491,-147,18,-55
139998,1449,-1188,3506,-150,14,-54
140000,1449,-1196,3508,-152,12,-51
140002,1453,-1198,3496,-153,9,-52
140004,1461,-1198,3491,-151,4,-52
140006,1457,-1199,3477,-151,3,-53
140008,1452,-1201,3459,-150,3,-53
140010,1450,-1208,3460,-151,3,-52
140012,1449,-1204,3457,-150,8,-53
140014,1445,-1192,3461,-146,16,-54
140016,1452,-1183,3468,-147,18,-53
140018,1456,-1196,3477,-148,23,-50
140020,1450,-1190,3492,-145,26,-52
140022,1450,-1182,3499,-145,27,-53
140024,1452,-1175,3496,-143,26,-54
140026,1452,-1178,3481,-143,23,-52
140028,1450,-1188,3467,-144,22,-53
140030,1442,-1181,3478,-147,22,-55
140032,1439,-1176,3481,-148,21,-54
140034,1437,-1184,3482,-148,22,-53
140036,1439,-1190,3488,-147,21,-52
140038,1442,-1187,3487,-146,22,-53
140040,1449,-1187,3487,-145,20,-54
140042,1456,-1192,3487,-144,22,-55
140044,1449,-1205,3484,-144,23,-56
140046,1445,-1206,3490,-141,26,-55
140048,1446,-1198,3476,-141,29,-53
140050,1453,-1194,3473,-141,29,-51
140052,1458,-1198,3491,-140,30,-50
140054,1458,-1201,3502,-141,31,-52
140056,1464,-1194,3508,-143,30,-55
140058,1462,-1191,3518,-144,28,-55
140060,1459,-1197,3505,-144,28,-52
140062,1459,-1194,3504,-144,26,-51
140064,1459,-1188,3502,-144,23,-53
140066,1455,-1192,3502,-145,19,-53
140068,1453,-1203,3505,-147,16,-52
140074,1458,-1195,3507,-147,12,-55
140074,1458,-1195,3507,-147,12,-55
140075,1458,-1195,3507,-147,12,-55
140076,1448,-1202,3503,-150,14,-53
140078,1441,-1206,3491,-151,15,-53
140080,1440,-1197,3490,-151,17,-55
140082,1441,-1198,3496,-150,19,-54
140084,1448,-1208,3499,-148,20,-52
140086,1447,-1203,3499,-149,20,-52
140088,1443,-1193,3498,-149,17,-53
140090,1445,-1184,3488,-152,17,-56
140092,1450,-1183,3487,-153,14,-57
140094,1449,-1194,3482,-151,12,-55
140096,1443,-1186,3469,-150,12,-54
140098,1441,-1183,3465,-150,13,-54
140100,1444,-1191,3458,-150,13,-52
140102,1440,-1198,3464,-150,14,-51
140104,1435,-1191,3465,-153,15,-54
140106,1440,-1190,3469,-152,15,-54
140108,1443,-1185,3478,-150,14,-53
140110,1442,-1184,3480,-149,16,-52
140112,1449,-1186,3473,-147,16,-53
140114,1453,-1182,3475,-146,20,-55
140116,1453,-1180,3469,-146,22,-55
140118,1459,-1189,3471,-146,24,-53
140120,1461,-1191,3465,-145,25,-53
140122,1456,-1192,3476,-144,25,-55
140124,1457,-1187,3489,-145,26,-55
140126,1453,-1187,3488,-146,24,-52
140128,1450,-1192,3480,-146,23,-54
140130,1444,-1188,3486,-145,22,-55
140132,1443,-1186,3489,-145,22,-54
140183,1449,-1194,3488,-148,16,-53
140184,1449,-1194,3488,-148,16,-53
140184,1449,-1194,3488,-148,16,-53
140185,1446,-1206,3489,-146,17,-51
140185,1446,-1206,3489,-146,17,-51
140186,1446,-1206,3489,-146,17,-51
140186,1446,-1206,3489,-146,17,-51
140187,1448,-1204,3492,-146,16,-52
140187,1448,-1204,3492,-146,16,-52
140188,1448,-1204,3492,-146,16,-52
140188,1448,-1204,3492,-146,16,-52
140189,1452,-1193,3494,-147,14,-53
140189,1452,-1193,3494,-147,14,-53
140190,1452,-1193,3494,-147,14,-53
140190,1452,-1193,3494,-147,14,-53
140191,1452,-1193,3479,-148,12,-50
140191,1452,-1193,3479,-148,12,-50
140192,1452,-1193,3479,-148,12,-50
140192,1452,-1193,3479,-148,12,-50
140193,1445,-1187,3476,-150,12,-51
140193,1445,-1187,3476,-150,12,-51
140193,1445,-1187,3476,-150,12,-51
140194,1445,-1187,3476,-150,12,-51
140194,1445,-1187,3476,-150,12,-51
140195,1445,-1188,3473,-149,12,-53
140195,1445,-1188,3473,-149,12,-53
140196,1445,-1188,3473,-149,12,-53
140196,1445,-1188,3473,-149,12,-53
140197,1448,-1189,3470,-148,15,-54
140197,1448,-1189,3470,-148,15,-54
140198,1448,-1189,3470,-148,15,-54
140198,1448,-1189,3470,-148,15,-54
140199,1440,-1193,3465,-146,17,-54
140200,1440,-1193,3465,-146,17,-54
140202,1440,-1193,3467,-142,19,-53
140204,1443,-1187,3465,-141,21,-55
140206,1452,-1183,3466,-142,21,-55
140208,1449,-1192,3464,-144,21,-54
140210,1449,-1197,3476,-143,22,-53
140212,1447,-1194,3470,-143,21,-53
140214,1445,-1190,3477,-143,25,-55
140216,1438,-1184,3486,-143,27,-54
140218,1434,-1195,3497,-145,27,-52
140220,1435,-1204,3493,-143,28,-51
140222,1437,-1200,3490,-145,27,-55
140224,1438,-1193,3495,-147,23,-56
140226,1438,-1191,3489,-147,23,-54
140228,1441,-1196,3490,-145,23,-52
140230,1449,-1196,3483,-144,23,-53
140232,1448,-1189,3468,-145,22,-54
140234,1448,-1198,3470,-143,24,-52
140236,1449,-1202,3490,-140,26,-53
140238,1442,-1205,3501,-141,27,-55
140240,1449,-1196,3504,-145,23,-55
140242,1449,-1195,3509,-145,23,-54
140244,1450,-1191,3502,-145,20,-54
140246,1446,-1192,3494,-147,21,-54
140248,1446,-1192,3494,-147,21,-54
140250,1442,-1201,3488,-150,20,-51
140252,1448,-1213,3494,-148,20,-49
140254,1454,-1195,3514,-148,19,-54
140256,1451,-1193,3502,-150,15,-53
140258,1448,-1191,3498,-151,13,-53
140260,1443,-1191,3486,-151,15,-53
140262,1443,-1190,3481,-153,14,-55
140264,1448,-1182,3481,-152,15,-54
140266,1450,-1195,3481,-151,17,-53
140268,1447,-1201,3489,-149,18,-53
140270,1447,-1206,3494,-148,17,-54
140272,1453,-1191,3487,-149,15,-55
140274,1452,-1185,3474,-147,14,-53
140276,1450,-1196,3466,-147,16,-53
140278,1452,-1196,3470,-148,17,-55
140280,1446,-1186,3472,-149,17,-55
140282,1445,-1185,3473,-148,17,-53
140284,1446,-1196,3482,-146,19,-53
140286,1445,-1191,3481,-146,19,-53
140288,1440,-1189,3483,-145,18,-53
140290,1438,-1191,3479,-145,14,-52
140292,1444,-1196,3477,-143,15,-52
140294,1438,-1193,3472,-142,18,-54
140296,1431,-1189,3467,-144,23,-55
140298,1436,-1190,3473,-146,24,-52
140300,1446,-1204,3480,-146,24,-51
140302,1450,-1202,3491,-143,24,-53
140304,1448,-1192,3488,-146,23,-54
140306,1448,-1192,3485,-146,20,-54
140308,1450,-1194,3494,-148,23,-52
140310,1446,-1194,3479,-145,24,-51
140312,1445,-1196,3478,-145,24,-53
140314,1448,-1201,3473,-146,22,-54
140316,1449,-1199,3488,-146,24,-51
140318,1443,-1196,3500,-145,23,-51
140320,1441,-1200,3494,-145,25,-53
140322,1440,-1190,3490,-144,23,-56
140324,1444,-1190,3503,-145,21,-56
140326,1451,-1194,3494,-146,20,-54
140328,1442,-1198,3483,-147,21,-53
140330,1442,-1196,3484,-147,21,-53
140332,1448,-1204,3493,-148,21,-51
140334,1454,-1209,3487,-148,22,-50
140336,1458,-1198,3496,-148,22,-52
140338,1470,-1196,3500,-148,18,-53
140340,1468,-1197,3509,-146,15,-52
140342,1460,-1198,3508,-145,15,-52
140344,1452,-1195,3489,-146,16,-53
140346,1450,-1188,3480,-146,14,-53
140348,1459,-1199,3485,-147,14,-52
140350,1461,-1203,3481,-147,16,-52
140352,1451,-1203,3484,-147,17,-53
140354,1450,-1195,3479,-147,15,-55
140356,1448,-1184,3479,-147,14,-55
140358,1451,-1194,3481,-145,14,-53
140360,1441,-1199,3479,-146,15,-54
140362,1437,-1200,3482,-146,16,-54
140364,1438,-1196,3485,-147,18,-54
140366,1442,-1193,3491,-149,18,-52
140368,1445,-1191,3503,-148,21,-51
140370,1456,-1190,3492,-147,22,-54
140372,1461,-1186,3489,-146,21,-55
140374,1451,-1197,3490,-147,17,-54
140376,1446,-1201,3489,-146,18,-55
140378,1451,-1202,3479,-146,19,-54
140380,1453,-1192,3479,-148,20,-54
140382,1446,-1196,3477,-145,19,-51
140384,1448,-1197,3482,-144,22,-51
140386,1456,-1189,3495,-144,25,-51
140388,1460,-1184,3499,-143,24,-53
140390,1449,-1180,3494,-143,21,-54
140392,1444,-1189,3485,-146,18,-54
140394,1443,-1192,3486,-147,18,-55
140396,1445,-1191,3496,-147,22,-55
140398,1450,-1183,3489,-147,21,-54
140400,1455,-1193,3491,-144,22,-52
140402,1454,-1199,3491,-145,24,-54
140404,1451,-1194,3497,-145,23,-56
140406,1449,-1188,3488,-147,22,-53
140408,1449,-1194,3489,-149,23,-50
140410,1444,-1203,3491,-146,23,-49
140412,1445,-1201,3496,-147,23,-52
140414,1450,-1195,3492,-147,22,-52
140416,1452,-1196,3493,-147,22,-51
140418,1456,-1199,3500,-145,19,-51
140420,1456,-1197,3491,-146,20,-52
140422,1452,-1195,3498,-147,19,-53
140424,1444,-1199,3496,-149,18,-53
140426,1445,-1207,3489,-149,17,-53
140428,1438,-1196,3493,-149,19,-54
140430,1435,-1182,3495,-149,19,-54
140432,1432,-1188,3500,-147,18,-52
140434,1437,-1195,3499,-146,20,-51
140436,1438,-1194,3505,-148,21,-53
140438,1445,-1195,3498,-146,19,-55
140440,1449,-1188,3493,-146,18,-56
140442,1450,-1194,3491,-145,18,-55
140444,1447,-1194,3492,-145,19,-54
140446,1436,-1184,3485,-147,20,-54
140448,1433,-1185,3483,-148,20,-52
140450,1441,-1193,3480,-148,20,-49
140452,1446,-1200,3487,-148,19,-51
140454,1446,-1203,3489,-147,17,-55
140456,1441,-1197,3492,-147,16,-56
140458,1444,-1193,3485,-147,13,-55
140460,1448,-1199,3478,-146,13,-53
140462,1450,-1198,3473,-145,15,-53
140464,1451,-1187,3471,-145,16,-54
140466,1444,-1195,3484,-145,20,-52
140468,1436,-1208,3493,-145,23,-54
140470,1441,-1200,3500,-143,24,-53
140472,1446,-1194,3498,-144,24,-55
140474,1446,-1193,3488,-144,23,-56
140476,1449,-1193,3497,-144,21,-54
140478,1446,-1196,3494,-147,18,-54
140480,1447,-1195,3495,-148,18,-54
140482,1450,-1187,3498,-148,17,-53
140484,1457,-1196,3502,-151,19,-51
140486,1456,-1196,3495,-151,19,-52
140488,1456,-1191,3503,-148,19,-54
140490,1455,-1182,3494,-143,20,-53
140492,1461,-1188,3496,-143,18,-53
140494,1456,-1191,3491,-141,19,-54
140496,1452,-1186,3490,-143,22,-55
140498,1454,-1187,3491,-144,24,-53
140500,1453,-1197,3498,-145,28,-50
140502,1456,-1197,3500,-145,27,-50
140504,1455,-1190,3519,-145,26,-54
140506,1452,-1195,3515,-143,22,-54
140508,1454,-1200,3512,-142,19,-53
140510,1449,-1197,3506,-144,18,-55
140512,1447,-1197,3500,-145,19,-56
140514,1443,-1191,3502,-146,17,-58
140516,1448,-1199,3490,-148,16,-56
140518,1446,-1205,3490,-147,17,-53
140520,1454,-1208,3500,-148,15,-53
140522,1452,-1198,3500,-146,15,-54
140524,1441,-1190,3491,-146,15,-53
140526,1439,-1191,3484,-145,17,-52
140528,1442,-1188,3481,-145,18,-53
140530,1444,-1185,3473,-146,18,-54
140532,1451,-1183,3480,-148,20,-52
140534,1447,-1192,3500,-148,20,-50
140536,1439,-1196,3503,-147,21,-51
140538,1443,-1190,3512,-147,17,-53
140540,1448,-1189,3507,-146,14,-54
140542,1451,-1188,3500,-147,14,-54
140544,1444,-1187,3484,-148,14,-55
140546,1445,-1186,3475,-148,14,-55
140548,1439,-1182,3478,-147,16,-56
140550,1450,-1195,3479,-146,16,-55
140552,1453,-1194,3481,-147,18,-53
140554,1447,-1190,3491,-146,22,-54
140556,1446,-1189,3499,-145,21,-53
140558,1442,-1193,3483,-146,19,-53
140560,1442,-1196,3474,-146,18,-53
140562,1434,-1189,3476,-145,19,-55
140564,1435,-1181,3474,-145,20,-54
140566,1442,-1187,3476,-147,22,-53
140568,1447,-1194,3472,-147,23,-53
140570,1453,-1190,3488,-147,23,-54
140572,1455,-1192,3483,-147,20,-53
140574,1456,-1194,3499,-144,20,-51
140576,1444,-1204,3505,-144,20,-51
140578,1443,-1210,3504,-143,17,-52
140580,1448,-1205,3506,-145,16,-55
140582,1443,-1203,3496,-147,18,-53
140584,1441,-1207,3497,-147,18,-51
140586,1445,-1208,3504,-146,18,-51
140588,1443,-1205,3501,-146,17,-52
140590,1445,-1193,3497,-145,17,-52
140592,1445,-1200,3492,-144,18,-52
140594,1439,-1193,3488,-143,22,-53
140596,1436,-1189,3499,-143,24,-53
140598,1441,-1193,3503,-144,23,-53
140600,1442,-1200,3512,-145,23,-53
140602,1446,-1202,3501,-145,24,-52
140604,1448,-1200,3508,-148,22,-54
140606,1451,-1201,3504,-147,19,-56
140608,1448,-1203,3496,-145,17,-55
140610,1442,-1204,3477,-145,15,-54
140612,1437,-1199,3482,-148,15,-54
140614,1440,-1193,3495,-149,16,-54
140616,1445,-1189,3479,-147,16,-53
140618,1445,-1192,3475,-146,18,-53
140620,1445,-1191,3471,-147,18,-54
140622,1452,-1187,3481,-149,17,-56
140624,1454,-1188,3484,-148,19,-55
140626,1452,-1188,3486,-147,20,-53
140628,1447,-1181,3487,-146,20,-55
140630,1447,-1181,3495,-144,21,-56
140632,1446,-1184,3493,-145,22,-53
140634,1444,-1197,3490,-145,21,-51
140636,1440,-1191,3487,-145,22,-52
140638,1447,-1192,3491,-146,22,-52
140640,1456,-1192,3491,-146,16,-51
140642,1449,-1195,3495,-147,13,-52
140644,1440,-1202,3497,-147,15,-54
140646,1433,-1197,3499,-148,17,-55
140648,1437,-1191,3492,-146,17,-55
140650,1449,-1196,3493,-145,18,-52
140652,1447,-1197,3492,-146,19,-51
140654,1446,-1198,3486,-145,18,-52
140656,1447,-1192,3484,-146,18,-55
140658,1455,-1188,3480,-145,20,-54
140660,1450,-1196,3471,-145,21,-54
140662,1450,-1205,3481,-144,21,-53
140664,1449,-1201,3488,-146,23,-53
140666,1445,-1194,3490,-146,24,-51
140668,1452,-1205,3490,-145,25,-49
140670,1455,-1200,3501,-146,25,-50
140672,1455,-1200,3509,-146,22,-51
140674,1450,-1198,3504,-148,20,-50
140676,1448,-1202,3497,-150,19,-51
140678,1439,-1200,3492,-150,17,-52
140680,1450,-1193,3478,-151,18,-52
140682,1451,-1188,3474,-149,19,-51
140684,1452,-1190,3480,-149,22,-51
140686,1449,-1193,3487,-145,23,-53
140688,1452,-1188,3495,-145,23,-53
140690,1455,-1190,3490,-143,22,-53
140692,1465,-1198,3495,-145,21,-50
140694,1461,-1201,3501,-146,21,-51
140696,1449,-1199,3494,-146,22,-55
140698,1454,-1198,3482,-146,22,-55
140700,1454,-1195,3487,-145,23,-51
140702,1451,-1197,3499,-147,23,-50
140704,1449,-1200,3502,-146,20,-53
140706,1447,-1199,3503,-145,17,-53
140708,1444,-1194,3508,-146,15,-52
140710,1441,-1200,3506,-147,13,-52
140712,1439,-1196,3501,-147,13,-54
140714,1445,-1183,3489,-146,15,-55
140716,1447,-1186,3478,-149,17,-53
140718,1448,-1193,3480,-148,18,-50
140720,1447,-1190,3475,-149,19,-50
140722,1450,-1183,3480,-147,20,-53
140724,1450,-1193,3487,-146,21,-53
140726,1447,-1193,3490,-144,19,-53
140728,1436,-1191,3490,-143,21,-53
140730,1432,-1181,3499,-146,22,-54
140732,1445,-1181,3498,-147,23,-54
140820,1447,-1198,3470,-148,21,-54
140821,1447,-1198,3470,-148,21,-54
140821,1447,-1198,3470,-148,21,-54
140822,1447,-1184,3479,-149,21,-55
140822,1447,-1184,3479,-149,21,-55
140823,1447,-1184,3479,-149,21,-55
140823,1447,-1184,3479,-149,21,-55
140823,1447,-1184,3479,-149,21,-55
140824,1458,-1179,3479,-147,19,-56
140824,1458,-1179,3479,-147,19,-56
140825,1458,-1179,3479,-147,19,-56
140825,1458,-1179,3479,-147,19,-56
140826,1455,-1187,3474,-148,18,-54
140826,1455,-1187,3474,-148,18,-54
140827,1455,-1187,3474,-148,18,-54
140827,1455,-1187,3474,-148,18,-54
140828,1454,-1196,3471,-147,18,-55
140828,1454,-1196,3471,-147,18,-55
140829,1454,-1196,3471,-147,18,-55
140829,1454,-1196,3471,-147,18,-55
140830,1454,-1200,3477,-145,21,-56
140830,1454,-1200,3477,-145,21,-56
140831,1454,-1200,3477,-145,21,-56
140831,1454,-1200,3477,-145,21,-56
140832,1452,-1187,3490,-145,21,-54
140832,1452,-1187,3490,-145,21,-54
140833,1452,-1187,3490,-145,21,-54
140833,1452,-1187,3490,-145,21,-54
140834,1455,-1190,3487,-146,21,-52
140834,1455,-1190,3487,-146,21,-52
140835,1455,-1190,3487,-146,21,-52
140835,1455,-1190,3487,-146,21,-52
140836,1455,-1190,3487,-146,21,-52
140836,1448,-1200,3483,-146,22,-52
140836,1448,-1200,3483,-146,22,-52
140837,1448,-1200,3483,-146,22,-52
140837,1448,-1200,3483,-146,22,-52
140838,1445,-1190,3480,-146,19,-55
140838,1445,-1190,3480,-146,19,-55
140839,1445,-1190,3480,-146,19,-55
140839,1445,-1190,3480,-146,19,-55
140840,1456,-1181,3477,-147,18,-53
140840,1456,-1181,3477,-147,18,-53
140841,1456,-1181,3477,-147,18,-53
140841,1456,-1181,3477,-147,18,-53
140842,1452,-1185,3491,-148,18,-54
140842,1452,-1185,3491,-148,18,-54
140843,1452,-1185,3491,-148,18,-54
140843,1452,-1185,3491,-148,18,-54
140844,1454,-1193,3486,-146,20,-55
140844,1454,-1193,3486,-146,20,-55
140845,1454,-1193,3486,-146,20,-55
140845,1454,-1193,3486,-146,20,-55
140846,1447,-1192,3484,-145,22,-56
140846,1447,-1192,3484,-145,22,-56
140847,1447,-1192,3484,-145,22,-56
140847,1447,-1192,3484,-145,22,-56
140848,1436,-1185,3483,-146,22,-56
140850,1441,-1199,3495,-147,22,-52
140852,1446,-1197,3489,-146,23,-50
