t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw
132212,921,-4060,194,-146,19,-56
132214,927,-4058,183,-145,20,-55
132216,932,-4056,182,-144,21,-53
132218,937,-4057,169,-144,21,-53
132220,936,-4048,187,-147,20,-55
132222,933,-4044,193,-149,19,-54
132224,932,-4050,193,-152,20,-51
132226,931,-4056,191,-150,23,-52
132228,926,-4059,185,-148,23,-53
132230,926,-4060,185,-148,21,-53
132232,934,-4057,184,-148,21,-55
132234,929,-4054,185,-149,20,-55
132236,933,-4054,189,-147,18,-54
132238,932,-4051,194,-148,18,-52
132240,933,-4046,194,-151,18,-53
132242,936,-4050,194,-152,21,-54
132244,937,-4063,192,-149,21,-53
132246,929,-4066,181,-148,21,-53
132248,930,-4059,172,-147,21,-54
132250,935,-4053,178,-145,20,-55
132252,944,-4056,177,-144,19,-52
132254,938,-4056,166,-144,19,-50
132256,937,-4049,172,-146,20,-49
132258,936,-4048,175,-148,21,-50
132260,924,-4052,182,-147,21,-52
132262,924,-4054,180,-148,21,-53
132264,928,-4054,179,-149,21,-53
132266,931,-4051,188,-147,20,-53
132268,936,-4052,177,-146,20,-53
132270,945,-4057,180,-145,21,-52
132272,942,-4060,178,-144,20,-52
132274,940,-4061,175,-147,18,-52
132276,938,-4063,179,-148,21,-52
132278,938,-4070,184,-145,22,-51
132280,935,-4066,187,-143,22,-54
132282,938,-4061,180,-144,21,-56
132284,934,-4054,168,-145,21,-55
132286,930,-4051,171,-146,22,-54
132288,931,-4051,178,-146,25,-53
132290,937,-4057,182,-147,27,-53
132292,936,-4059,174,-148,24,-53
132294,931,-4066,185,-146,22,-53
132296,924,-4065,183,-145,22,-55
132298,923,-4056,176,-145,21,-57
132300,934,-4051,178,-147,21,-56
132302,935,-4062,166,-148,21,-55
132304,930,-4060,167,-147,21,-55
132306,934,-4060,167,-148,22,-53
132308,927,-4062,183,-149,21,-52
132310,933,-4063,201,-148,21,-51
132312,934,-4060,202,-147,22,-51
132314,929,-4054,199,-148,21,-54
132316,936,-4042,191,-148,21,-56
132318,937,-4045,195,-149,20,-56
132320,938,-4046,194,-148,20,-57
132322,932,-4045,208,-148,19,-57
132324,925,-4050,192,-151,20,-55
132326,929,-4060,180,-150,20,-52
132328,928,-4059,184,-145,22,-53
132330,925,-4058,182,-144,21,-52
132332,934,-4052,176,-145,20,-52
132334,937,-4054,181,-146,20,-51
132336,930,-4058,189,-148,22,-52
132338,930,-4052,200,-150,21,-53
132340,928,-4045,188,-149,20,-53
132342,927,-4051,180,-150,20,-54
132344,928,-4063,185,-150,20,-53
132346,925,-4060,186,-149,19,-54
132348,931,-4047,189,-147,21,-55
132350,937,-4047,186,-145,20,-53
132352,937,-4052,177,-145,21,-52
132354,933,-4062,179,-146,22,-51
132356,933,-4053,179,-146,21,-52
132358,931,-4055,172,-148,20,-50
132360,934,-4056,173,-148,19,-50
132362,928,-4059,173,-146,18,-50
132364,925,-4055,175,-147,17,-53
132366,931,-4053,170,-150,18,-55
132368,935,-4052,176,-150,20,-55
132370,928,-4051,179,-149,21,-54
132372,924,-4047,180,-148,20,-54
132374,924,-4040,187,-149,19,-53
132376,917,-4042,176,-151,18,-50
132378,923,-4050,187,-148,21,-50
132380,923,-4050,184,-147,22,-51
132382,926,-4051,176,-146,21,-55
132384,934,-4049,181,-144,21,-55
132386,927,-4056,184,-144,20,-53
132388,930,-4060,187,-145,22,-54
132390,933,-4055,199,-147,20,-53
132392,936,-4050,192,-150,19,-52
132394,934,-4052,191,-149,20,-53
132396,931,-4053,184,-149,20,-56
132398,934,-4052,179,-150,18,-58
132400,925,-4050,168,-148,21,-58
132402,931,-4054,186,-146,21,-57
132404,927,-4058,196,-145,20,-56
132406,916,-4049,195,-147,19,-53
132408,916,-4048,177,-150,19,-55
132410,919,-4054,181,-151,18,-55
132412,927,-4057,191,-150,18,-54
132414,932,-4057,195,-149,18,-55
132416,934,-4055,193,-151,19,-56
132418,933,-4058,182,-148,18,-56
132420,931,-4057,177,-146,18,-53
132422,927,-4060,176,-146,20,-53
132424,926,-4055,172,-149,20,-54
132426,925,-4054,169,-151,19,-54
132428,919,-4056,178,-149,20,-54
132430,926,-4057,190,-149,19,-55
132432,934,-4049,190,-148,16,-57
132434,939,-4045,191,-146,16,-56
132436,931,-4049,198,-145,17,-54
132438,928,-4055,196,-146,18,-53
132440,934,-4043,187,-147,19,-53
132442,936,-4047,183,-148,20,-53
132444,932,-4058,193,-147,20,-53
132446,927,-4063,187,-147,20,-53
132448,931,-4052,182,-147,20,-53
132450,923,-4046,178,-145,20,-53
132452,922,-4053,178,-144,19,-52
132454,927,-4049,183,-143,18,-51
132456,930,-4052,180,-145,19,-52
132458,930,-4055,183,-146,19,-52
132460,932,-4060,182,-146,21,-52
132462,931,-4062,193,-145,21,-52
132464,928,-4053,192,-146,20,-53
132466,930,-4051,184,-145,20,-55
132468,933,-4056,173,-145,19,-55
132470,929,-4060,164,-146,21,-54
132472,934,-4049,179,-148,22,-53
132474,934,-4051,184,-149,22,-53
132476,933,-4058,188,-149,21,-52
132478,937,-4058,187,-146,21,-52
132480,936,-4057,185,-148,22,-53
132482,936,-4054,184,-151,22,-54
132484,937,-4056,176,-150,20,-55
132486,933,-4056,183,-152,19,-55
132488,932,-4050,187,-152,19,-54
132490,932,-4046,187,-153,19,-53
132492,936,-4043,184,-151,19,-53
132494,927,-4048,198,-147,21,-53
132496,920,-4053,198,-145,22,-54
132498,923,-4050,193,-145,20,-53
132500,924,-4046,184,-147,21,-54
132502,927,-4053,185,-149,21,-53
132504,929,-4057,179,-151,22,-51
132506,936,-4053,176,-152,22,-51
132508,936,-4049,174,-152,24,-52
132510,935,-4055,164,-149,22,-51
132512,926,-4056,180,-146,20,-52
132514,924,-4053,183,-146,19,-53
132516,923,-4048,168,-145,18,-55
132518,929,-4048,177,-145,19,-57
132520,931,-4056,176,-145,19,-55
132522,935,-4051,187,-145,19,-53
132524,925,-4049,185,-150,20,-54
132526,920,-4049,174,-151,19,-53
132528,921,-4058,174,-146,19,-52
132530,924,-4057,181,-146,17,-53
132532,926,-4047,188,-147,18,-54
132534,926,-4042,190,-149,18,-55
132536,934,-4053,191,-148,16,-55
132538,938,-4060,187,-147,16,-54
132540,940,-4056,176,-149,17,-52
132542,927,-4062,178,-149,17,-52
132544,923,-4058,179,-148,18,-52
132546,923,-4058,183,-145,19,-53
132548,920,-4048,178,-142,19,-55
132550,920,-4044,167,-144,20,-56
132552,919,-4057,166,-144,20,-55
132554,922,-4061,178,-143,20,-53
132556,928,-4059,184,-146,20,-53
132558,923,-4054,178,-148,19,-53
132560,921,-4061,183,-146,17,-52
132562,924,-4072,195,-145,18,-51
132564,925,-4065,196,-148,19,-52
132566,925,-4050,196,-149,20,-53
132568,929,-4048,188,-149,19,-52
132570,929,-4056,192,-150,20,-52
132572,932,-4046,194,-149,20,-53
132574,941,-4037,190,-150,19,-54
132576,935,-4043,196,-150,20,-53
132578,936,-4053,198,-148,21,-52
132580,929,-4053,192,-147,19,-54
132582,935,-4043,183,-147,17,-57
132584,936,-4040,184,-148,18,-56
132586,934,-4042,183,-149,17,-54
132588,927,-4049,185,-149,17,-53
132590,927,-4046,181,-149,18,-53
132592,933,-4043,159,-152,17,-53
132594,933,-4057,162,-151,17,-52
132596,931,-4053,173,-149,19,-52
132598,931,-4050,176,-150,21,-53
132600,943,-4043,171,-149,21,-55
132602,940,-4045,189,-148,22,-54
132604,930,-4044,201,-146,23,-53
132606,938,-4045,206,-145,22,-51
132608,938,-4044,210,-145,21,-50
132610,943,-4053,200,-146,20,-50
132612,937,-4061,188,-145,21,-51
132614,933,-4061,175,-148,21,-53
132616,929,-4052,174,-149,20,-55
132618,929,-4052,174,-148,21,-54
132620,933,-4060,187,-148,20,-52
132622,925,-4067,180,-149,19,-53
132624,925,-4060,181,-149,19,-53
132626,925,-4058,174,-150,19,-53
132628,925,-4058,182,-148,19,-54
132630,930,-4054,187,-145,21,-53
132632,932,-4057,188,-145,20,-54
132634,933,-4057,181,-147,18,-56
132636,933,-4062,181,-145,21,-54
132638,929,-4059,188,-145,24,-53
132640,937,-4053,192,-146,23,-52
132696,929,-4061,183,-149,19,-54
132697,930,-4060,184,-149,20,-56
132697,930,-4060,184,-149,20,-56
132698,930,-4060,184,-149,20,-56
132698,930,-4060,184,-149,20,-56
132699,933,-4052,176,-146,19,-55
132699,933,-4052,176,-146,19,-55
132700,933,-4052,176,-146,19,-55
132700,933,-4052,176,-146,19,-55
132701,929,-4049,185,-143,18,-53
132701,929,-4049,185,-143,18,-53
132702,929,-4049,185,-143,18,-53
132702,929,-4049,185,-143,18,-53
132703,924,-4059,184,-144,20,-52
132703,924,-4059,184,-144,20,-52
132704,924,-4059,184,-144,20,-52
132704,924,-4059,184,-144,20,-52
132704,921,-4062,173,-147,22,-52
132705,921,-4062,173,-147,22,-52
132705,921,-4062,173,-147,22,-52
132706,921,-4062,173,-147,22,-52
132706,920,-4058,174,-149,22,-53
132707,920,-4058,174,-149,22,-53
132707,920,-4058,174,-149,22,-53
132708,920,-4058,174,-149,22,-53
132708,920,-4058,174,-149,22,-53
132709,926,-4060,171,-148,19,-53
132709,926,-4060,171,-148,19,-53
132710,926,-4060,171,-148,19,-53
132710,926,-4060,171,-148,19,-53
132711,919,-4064,185,-146,19,-53
132711,919,-4064,185,-146,19,-53
132712,919,-4064,185,-146,19,-53
132712,919,-4064,185,-146,19,-53
132713,920,-4058,177,-147,19,-53
132713,920,-4058,177,-147,19,-53
132714,920,-4058,177,-147,19,-53
132716,923,-4055,171,-147,20,-52
132718,924,-4048,179,-148,22,-52
132720,920,-4056,182,-147,20,-52
132722,917,-4058,197,-147,19,-52
132724,917,-4058,197,-148,20,-52
132726,918,-4055,193,-149,20,-51
132728,908,-4056,195,-148,23,-51
132730,910,-4059,204,-149,22,-53
132732,919,-4055,196,-148,22,-56
132734,928,-4057,194,-150,20,-56
132736,920,-4058,193,-149,19,-55
132738,925,-4054,199,-148,17,-54
132740,926,-4054,189,-150,16,-53
132742,926,-4057,182,-151,17,-52
132744,927,-4066,182,-152,19,-50
132746,927,-4059,188,-150,20,-52
132748,932,-4051,183,-149,20,-54
132750,932,-4041,186,-149,21,-55
132752,929,-4043,199,-150,21,-55
132754,936,-4049,219,-151,20,-54
132756,936,-4046,205,-152,20,-54
132758,929,-4047,202,-150,19,-54
132760,933,-4054,194,-150,21,-53
132762,937,-4055,201,-149,20,-55
132764,928,-4058,200,-148,22,-55
132766,928,-4062,180,-147,21,-54
132768,923,-4064,172,-148,19,-53
132770,922,-4066,163,-149,19,-53
132772,927,-4057,179,-151,19,-53
132774,934,-4045,175,-152,20,-54
132776,943,-4044,181,-150,20,-55
132778,938,-4053,187,-148,21,-54
132780,927,-4058,208,-147,21,-55
132782,923,-4051,208,-147,22,-56
132784,927,-4048,201,-147,21,-56
132786,928,-4048,194,-146,22,-55
132788,928,-4056,187,-143,20,-54
132790,927,-4062,190,-144,19,-54
132792,931,-4054,175,-145,18,-55
132794,940,-4058,172,-143,19,-53
132796,932,-4062,186,-140,18,-53
132798,930,-4056,181,-140,18,-55
132800,922,-4048,179,-141,19,-58
132802,921,-4047,179,-142,20,-57
132804,928,-4050,185,-143,21,-56
132806,932,-4056,183,-146,21,-55
132808,937,-4055,199,-147,20,-55
132810,937,-4057,191,-146,20,-53
132812,939,-4058,191,-144,20,-52
132814,939,-4055,202,-144,20,-55
132816,943,-4052,199,-145,19,-57
132818,945,-4051,187,-145,18,-55
132820,942,-4056,183,-146,17,-54
132822,944,-4058,187,-149,16,-55
132824,941,-4054,185,-151,17,-54
132826,935,-4053,181,-152,18,-51
132828,929,-4056,185,-152,18,-52
132830,934,-4054,179,-152,19,-53
132832,937,-4051,179,-152,21,-54
132834,942,-4046,179,-150,22,-54
132836,944,-4051,179,-150,21,-52
132838,937,-4056,179,-151,21,-50
132840,932,-4050,185,-153,20,-50
132842,933,-4046,187,-155,18,-53
132844,931,-4053,193,-157,18,-52
132846,926,-4059,196,-155,19,-52
132848,921,-4053,183,-152,16,-53
132850,924,-4043,178,-153,15,-55
132852,924,-4041,176,-151,15,-54
132854,928,-4043,181,-148,17,-53
132856,926,-4042,178,-148,18,-52
132858,926,-4040,173,-150,20,-52
132860,934,-4048,177,-151,21,-52
132862,933,-4056,180,-150,23,-53
132864,933,-4057,184,-150,22,-54
132866,937,-4051,174,-150,21,-56
132868,946,-4046,168,-149,20,-55
132870,944,-4055,175,-147,20,-54
132872,943,-4056,179,-146,21,-54
132874,938,-4054,188,-144,21,-55
132876,938,-4060,187,-145,21,-55
132878,939,-4060,185,-145,21,-56
132880,934,-4057,181,-144,19,-53
132882,932,-4050,186,-145,20,-55
132884,929,-4048,183,-145,21,-58
132886,932,-4053,168,-142,20,-56
132888,926,-4065,175,-141,18,-55
132890,929,-4063,174,-143,18,-54
132892,933,-4066,174,-146,17,-52
132894,925,-4068,163,-143,16,-51
132896,923,-4068,168,-141,17,-52
132898,929,-4060,188,-143,18,-54
132900,932,-4049,182,-143,17,-55
132902,930,-4050,173,-142,17,-56
132904,925,-4054,175,-141,18,-55
132906,917,-4051,179,-141,17,-53
132908,924,-4048,176,-145,19,-53
132910,925,-4048,173,-146,20,-53
132912,930,-4054,180,-146,20,-54
132914,925,-4053,189,-146,20,-55
132916,927,-4054,186,-147,20,-57
132918,929,-4059,192,-150,18,-56
132920,931,-4065,190,-151,17,-54
132922,925,-4073,183,-151,18,-53
132924,932,-4069,185,-153,17,-53
132926,929,-4061,190,-154,19,-53
132928,931,-4065,193,-153,21,-54
132930,931,-4064,200,-151,21,-56
132932,930,-4061,196,-149,20,-56
132934,930,-4054,181,-148,21,-56
132936,932,-4055,183,-147,20,-55
132938,930,-4054,187,-149,19,-56
132940,928,-4049,182,-151,17,-55
132942,931,-4047,177,-153,18,-53
132944,929,-4049,175,-150,18,-52
132946,921,-4047,188,-147,18,-52
132948,914,-4051,201,-147,19,-55
132950,917,-4048,201,-146,21,-56
132952,929,-4051,200,-146,22,-55
132954,932,-4050,197,-147,22,-54
132956,934,-4050,186,-149,21,-53
132958,929,-4048,181,-151,21,-51
132960,922,-4047,179,-148,19,-51
132962,917,-4054,185,-149,18,-51
132964,915,-4049,185,-147,20,-53
132966,920,-4052,176,-145,20,-54
132968,926,-4050,172,-146,19,-54
132970,931,-4046,168,-147,19,-54
132972,930,-4047,177,-145,20,-53
132974,930,-4050,171,-144,18,-53
132976,927,-4056,168,-147,15,-54
132978,918,-4059,171,-145,15,-53
132980,917,-4059,178,-143,17,-52
132982,930,-4057,183,-143,19,-54
132984,929,-4055,185,-142,21,-56
132986,935,-4055,193,-143,22,-56
132988,934,-4059,191,-143,21,-56
132990,925,-4052,181,-144,19,-56
132992,920,-4047,175,-149,20,-57
132994,918,-4056,178,-148,21,-56
132996,918,-4061,180,-144,22,-56
132998,924,-4061,186,-146,24,-55
133000,927,-4061,192,-146,23,-55
133002,928,-4063,195,-147,20,-55
133004,927,-4066,194,-146,22,-54
133006,927,-4062,200,-145,22,-53
133008,931,-4059,197,-149,22,-53
133010,929,-4061,172,-152,19,-52
133012,929,-4064,171,-151,19,-50
133014,931,-4069,189,-151,19,-52
133016,927,-4059,182,-153,17,-55
133018,928,-4054,174,-152,19,-55
133020,931,-4053,174,-149,22,-54
133022,931,-4051,167,-150,21,-55
133024,928,-4046,156,-151,22,-54
133026,937,-4043,159,-152,23,-53
133028,935,-4055,167,-153,22,-52
133030,925,-4052,168,-151,19,-51
133032,927,-4051,176,-151,18,-55
133034,919,-4046,180,-151,17,-55
133036,923,-4049,181,-149,19,-54
133038,931,-4048,179,-146,20,-53
133040,927,-4040,175,-148,21,-53
133042,928,-4037,182,-150,20,-53
133044,918,-4049,188,-147,19,-50
133046,921,-4053,186,-143,18,-51
133048,927,-4049,193,-143,17,-54
133050,929,-4047,188,-143,18,-53
133052,928,-4040,180,-142,19,-53
133054,929,-4043,185,-141,18,-54
133056,930,-4041,194,-141,19,-54
133058,928,-4043,180,-143,17,-53
133060,928,-4050,197,-145,18,-52
133062,925,-4065,203,-142,20,-51
133064,929,-4068,195,-143,20,-52
133066,927,-4067,194,-143,19,-54
133068,922,-4058,196,-142,19,-55
133070,929,-4061,185,-142,20,-53
133072,936,-4061,185,-142,21,-53
133074,938,-4055,179,-144,20,-54
133076,926,-4056,190,-147,18,-55
133078,927,-4068,209,-145,16,-54
133080,928,-4067,200,-143,16,-54
133082,926,-4060,186,-146,18,-54
133084,927,-4055,178,-146,21,-54
133086,933,-4054,179,-146,20,-53
133088,930,-4053,181,-147,20,-53
133090,931,-4055,198,-146,20,-54
133092,926,-4054,200,-147,20,-54
133094,923,-4056,197,-149,22,-52
133096,920,-4062,197,-145,21,-51
133098,920,-4058,185,-147,19,-54
133100,920,-4046,187,-149,19,-55
133102,923,-4040,194,-148,18,-54
133104,921,-4045,196,-148,18,-52
133106,925,-4045,176,-148,20,-52
133108,927,-4046,180,-149,20,-52
133110,919,-4049,176,-151,19,-52
133112,925,-4058,177,-148,20,-53
133114,923,-4058,183,-149,21,-53
133116,936,-4055,185,-150,21,-55
133118,946,-4050,182,-148,21,-55
133120,948,-4041,186,-149,22,-54
133122,942,-4048,190,-148,21,-53
133124,946,-4045,182,-150,20,-53
133126,937,-4050,188,-152,20,-52
133128,935,-4061,186,-151,23,-50
133130,929,-4056,189,-148,24,-50
133132,926,-4049,182,-147,21,-53
133134,923,-4045,169,-147,19,-53
133136,930,-4048,187,-148,19,-53
133138,931,-4060,182,-147,20,-51
133140,939,-4059,179,-146,20,-50
133142,938,-4053,177,-147,20,-49
133144,937,-4055,188,-147,20,-48
133146,942,-4062,201,-144,18,-48
133148,941,-4063,195,-144,17,-50
133150,935,-4059,192,-147,16,-53
133152,937,-4054,196,-147,17,-53
133154,932,-4056,203,-146,17,-52
133156,932,-4055,190,-146,19,-50
133158,925,-4047,199,-148,18,-53
133160,925,-4047,199,-148,18,-53
133162,921,-4054,207,-146,18,-53
133164,927,-4061,200,-147,20,-54
133166,934,-4061,187,-146,20,-54
133168,931,-4059,188,-146,19,-54
133170,933,-4064,196,-145,19,-54
133172,926,-4065,199,-147,21,-53
133174,925,-4060,191,-148,21,-51
133176,926,-4063,183,-146,20,-51
133178,931,-4063,188,-146,20,-52
133180,933,-4050,190,-146,18,-55
133182,929,-4046,197,-145,18,-57
133184,933,-4051,195,-145,18,-57
133186,939,-4050,190,-146,17,-55
133188,943,-4043,191,-148,18,-55
133190,938,-4037,180,-150,22,-54
133192,932,-4042,170,-148,22,-53
133194,927,-4044,180,-147,21,-53
133196,924,-4051,192,-149,23,-52
133198,924,-4046,192,-146,24,-53
133200,929,-4047,198,-145,22,-55
133202,927,-4058,202,-145,21,-55
133204,930,-4064,201,-147,18,-55
133206,932,-4055,193,-150,17,-53
133208,930,-4056,182,-152,17,-54
133210,924,-4059,172,-151,20,-56
133212,927,-4061,168,-150,21,-56
133214,936,-4054,173,-147,21,-54
133216,940,-4047,169,-147,22,-55
133218,943,-4045,178,-147,23,-54
133220,935,-4054,184,-146,23,-54
133222,928,-4051,184,-148,21,-53
133224,925,-4047,179,-150,22,-52
133226,921,-4052,184,-148,22,-52
133228,918,-4055,186,-147,23,-53
133230,931,-4056,183,-146,24,-55
133232,931,-4050,182,-143,22,-55
133234,929,-4052,177,-142,20,-56
133236,925,-4054,189,-141,21,-55
133238,919,-4052,188,-144,19,-54
133240,925,-4054,183,-146,17,-53
133329,920,-4062,174,-144,21,-53
133329,917,-4052,192,-143,21,-54
133330,917,-4052,192,-143,21,-54
133330,917,-4052,192,-143,21,-54
133331,917,-4052,192,-143,21,-54
133331,917,-4052,192,-143,21,-54
133332,920,-4046,183,-143,21,-55
133332,920,-4046,183,-143,21,-55
133333,920,-4046,183,-143,21,-55
133333,920,-4046,183,-143,21,-55
133334,932,-4044,178,-143,19,-56
133334,932,-4044,178,-143,19,-56
133335,932,-4044,178,-143,19,-56
133335,932,-4044,178,-143,19,-56
133336,939,-4056,182,-143,17,-54
133336,939,-4056,182,-143,17,-54
133337,939,-4056,182,-143,17,-54
133337,939,-4056,182,-143,17,-54
133338,941,-4058,177,-145,17,-54
133338,941,-4058,177,-145,17,-54
133339,941,-4058,177,-145,17,-54
133339,941,-4058,177,-145,17,-54
133340,935,-4053,177,-148,17,-55
133340,935,-4053,177,-148,17,-55
133341,935,-4053,177,-148,17,-55
133341,935,-4053,177,-148,17,-55
133341,933,-4056,180,-147,18,-54
133342,933,-4056,180,-147,18,-54
133342,933,-4056,180,-147,18,-54
133343,933,-4056,180,-147,18,-54
133343,933,-4056,180,-147,18,-54
133344,928,-4067,179,-146,19,-52
133344,928,-4067,179,-146,19,-52
133345,928,-4067,179,-146,19,-52
133345,928,-4067,179,-146,19,-52
133346,924,-4067,181,-143,18,-52
133346,924,-4067,181,-143,18,-52
133347,924,-4067,181,-143,18,-52
133347,924,-4067,181,-143,18,-52
133348,930,-4054,178,-143,18,-55
133348,930,-4054,178,-143,18,-55
133349,930,-4054,178,-143,18,-55
133349,930,-4054,178,-143,18,-55
133350,927,-4045,173,-143,18,-54
133350,927,-4045,173,-143,18,-54
133351,927,-4045,173,-143,18,-54
133351,927,-4045,173,-143,18,-54
133352,925,-4038,168,-146,18,-53
133352,925,-4038,168,-146,18,-53
133353,925,-4038,168,-146,18,-53
133353,925,-4038,168,-146,18,-53
133354,923,-4041,175,-147,19,-53
133354,923,-4041,175,-147,19,-53
133355,923,-4041,175,-147,19,-53
133355,923,-4041,175,-147,19,-53
133356,921,-4050,179,-150,20,-52
133356,921,-4050,179,-150,20,-52
133356,921,-4050,179,-150,20,-52
133358,929,-4049,191,-154,20,-53
133360,937,-4058,199,-151,22,-54
133362,925,-4060,200,-151,22,-55
133364,929,-4057,178,-153,21,-57
133366,938,-4055,185,-153,20,-56
133368,935,-4049,199,-151,20,-54
133370,932,-4053,196,-152,21,-54
133372,925,-4048,188,-152,20,-53
133374,931,-4048,184,-150,17,-51
133376,933,-4060,188,-149,17,-51
133378,931,-4066,198,-147,18,-54
133380,924,-4060,195,-149,17,-54
133382,925,-4050,184,-151,18,-56
133384,930,-4042,177,-150,18,-57
133386,938,-4039,176,-147,18,-54
133388,938,-4044,175,-147,17,-53
133390,939,-4043,180,-148,19,-53
133392,929,-4052,188,-149,21,-50
133394,920,-4063,187,-149,21,-50
133396,920,-4064,187,-148,19,-50
133398,924,-4052,178,-149,19,-51
133400,918,-4047,176,-151,20,-52
133402,921,-4050,180,-149,19,-51
133404,925,-4057,188,-147,20,-52
133406,921,-4051,186,-148,18,-52
133408,923,-4052,178,-149,18,-52
133410,929,-4065,180,-146,18,-52
133412,924,-4065,186,-145,18,-51
133414,923,-4054,194,-147,18,-54
133416,924,-4042,201,-145,18,-56
133418,927,-4047,191,-143,19,-53
133420,929,-4052,191,-144,18,-53
133422,930,-4053,177,-144,19,-53
133424,934,-4049,176,-147,22,-54
133426,932,-4052,191,-147,21,-53
133428,925,-4055,201,-147,20,-53
133430,924,-4050,198,-147,21,-55
133432,929,-4042,188,-147,21,-54
133434,937,-4045,179,-146,21,-52
133436,938,-4049,179,-144,21,-51
133438,931,-4053,185,-146,21,-51
133440,928,-4057,195,-149,21,-51
133442,930,-4051,189,-150,19,-52
133444,939,-4062,188,-148,19,-52
133446,938,-4062,189,-146,18,-53
133448,938,-4058,181,-144,19,-55
133450,924,-4051,193,-145,20,-56
133452,923,-4050,192,-146,19,-55
133454,924,-4059,189,-147,19,-54
133456,934,-4055,180,-149,19,-54
133458,935,-4054,170,-152,20,-54
133460,939,-4061,175,-152,20,-54
133462,930,-4064,189,-149,20,-54
133464,930,-4058,193,-146,20,-54
133466,935,-4052,183,-145,20,-55
133468,927,-4053,193,-147,19,-56
133470,922,-4057,185,-147,20,-55
133472,922,-4052,193,-150,20,-53
133474,930,-4044,194,-152,18,-52
133476,927,-4052,184,-153,17,-52
133478,923,-4058,182,-151,19,-52
133480,928,-4054,185,-150,21,-53
133482,930,-4047,188,-150,22,-55
133484,935,-4051,190,-147,21,-55
133486,941,-4050,196,-147,19,-52
133488,938,-4052,186,-148,19,-52
133490,931,-4055,168,-148,18,-52
133492,926,-4059,168,-148,18,-50
133494,928,-4066,178,-146,20,-50
133496,932,-4056,182,-145,22,-53
133498,936,-4046,187,-147,21,-54
133500,935,-4044,187,-148,20,-53
133502,935,-4046,195,-146,21,-53
133504,935,-4047,189,-146,21,-51
