t_ms,ax_raw,ay_raw,az_raw,gx_raw,gy_raw,gz_raw,calib_gx_bias_lsb,calib_gy_bias_lsb,calib_gz_bias_lsb,calib_g_T_x_lsb,calib_g_T_y_lsb,calib_g_T_z_lsb,calib_valid
94,2020,-461,3436,-344,-369,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
96,2002,-465,3413,-356,-367,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
98,2017,-477,3433,-344,-369,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
100,1968,-473,3405,-344,-356,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
102,2017,-493,3411,-345,-363,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
104,2008,-476,3445,-343,-360,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
106,1968,-461,3442,-345,-356,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
108,1986,-480,3423,-357,-365,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
110,2030,-499,3418,-357,-364,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
112,2032,-481,3402,-348,-362,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
114,1965,-477,3451,-355,-356,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
116,1962,-479,3440,-358,-360,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
118,1989,-484,3409,-343,-369,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
120,1981,-500,3406,-359,-364,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
122,1989,-467,3432,-357,-367,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
124,1998,-499,3433,-344,-363,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
126,1974,-481,3405,-343,-358,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
128,2033,-469,3416,-353,-370,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
130,2006,-471,3412,-341,-362,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
132,1993,-469,3446,-356,-360,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
134,2007,-498,3455,-352,-368,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
136,2002,-466,3416,-345,-358,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
138,1970,-483,3455,-341,-362,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
140,2022,-482,3435,-346,-366,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
142,1991,-481,3411,-357,-359,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
144,1986,-473,3437,-355,-360,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
146,1975,-492,3402,-348,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
148,1998,-477,3446,-360,-365,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
150,1992,-481,3402,-356,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
152,1992,-497,3418,-349,-364,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
154,1969,-481,3417,-354,-369,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
156,2030,-480,3449,-355,-360,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
158,1997,-469,3416,-346,-358,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
160,2021,-466,3413,-359,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
162,1964,-463,3449,-351,-368,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
164,2023,-479,3416,-358,-366,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
166,1986,-498,3409,-354,-357,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
168,2030,-464,3445,-343,-366,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
170,1963,-475,3455,-357,-367,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
172,2026,-479,3404,-348,-367,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
174,2001,-490,3439,-341,-362,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
176,1973,-469,3438,-353,-356,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
178,1982,-469,3416,-348,-360,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
180,2025,-488,3422,-345,-363,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
182,2024,-485,3447,-347,-358,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
184,1977,-496,3435,-349,-366,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
186,2003,-496,3423,-348,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
188,2008,-476,3444,-347,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
190,2028,-466,3402,-358,-366,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
192,1998,-492,3445,-357,-367,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
194,2004,-480,3424,-356,-366,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
196,2035,-495,3436,-357,-360,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
198,1974,-465,3407,-357,-369,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
200,2009,-465,3431,-348,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
202,1984,-463,3457,-356,-356,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
204,1975,-462,3456,-347,-369,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
206,2037,-486,3438,-360,-363,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
208,2013,-485,3433,-349,-367,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
210,1981,-490,3447,-343,-368,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
212,1996,-478,3417,-354,-369,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
214,2018,-461,3417,-349,-359,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
216,1988,-475,3456,-355,-364,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
218,2034,-480,3420,-342,-363,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
220,2007,-482,3414,-343,-364,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
222,2029,-498,3453,-351,-359,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
224,2014,-490,3448,-357,-368,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
226,2011,-480,3459,-351,-357,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
228,1971,-470,3412,-350,-362,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
230,2032,-476,3431,-359,-357,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
232,2008,-473,3401,-360,-370,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
234,2032,-482,3413,-347,-369,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
236,1971,-481,3429,-349,-365,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
238,1994,-481,3405,-355,-360,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
240,1985,-462,3444,-353,-370,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
242,1994,-465,3426,-347,-370,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
244,2025,-487,3452,-344,-365,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
246,1966,-492,3428,-350,-366,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
248,1965,-492,3415,-360,-369,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
250,2025,-485,3429,-346,-366,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
252,1992,-495,3459,-345,-364,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
254,2032,-464,3400,-347,-365,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
256,2017,-477,3418,-352,-367,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
258,1978,-483,3405,-356,-365,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
260,1983,-493,3454,-356,-370,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
262,1967,-483,3449,-360,-360,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
264,2017,-462,3410,-355,-368,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
266,1971,-478,3403,-356,-358,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
268,1978,-461,3423,-349,-356,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
270,2002,-466,3428,-348,-362,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
272,2010,-498,3452,-353,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
274,1999,-499,3413,-341,-356,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
276,1975,-472,3417,-360,-359,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
278,1996,-474,3431,-352,-357,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
280,2018,-493,3442,-345,-367,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
282,1980,-471,3448,-344,-361,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
284,2028,-490,3411,-351,-364,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
286,2005,-462,3456,-349,-370,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
288,2012,-491,3429,-343,-357,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
290,1967,-472,3415,-352,-367,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
292,2013,-481,3459,-347,-367,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
294,1971,-462,3452,-344,-367,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
296,2030,-483,3454,-351,-366,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
298,1986,-468,3457,-341,-369,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
300,1968,-472,3448,-354,-368,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
302,1976,-496,3459,-343,-356,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
304,1987,-478,3446,-357,-366,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
306,2030,-470,3410,-358,-368,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
308,1969,-472,3450,-360,-363,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
310,1986,-482,3405,-351,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
312,2030,-483,3437,-349,-363,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
314,2007,-476,3404,-354,-364,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
316,2005,-468,3438,-344,-365,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
318,2030,-472,3427,-356,-358,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
320,1985,-494,3410,-345,-356,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
322,2039,-478,3455,-350,-370,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
324,2011,-469,3416,-356,-365,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
326,2013,-461,3438,-345,-364,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
328,1988,-487,3417,-352,-357,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
330,1983,-492,3424,-344,-370,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
332,2019,-495,3428,-341,-359,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
334,2010,-481,3459,-356,-360,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
336,1987,-478,3425,-356,-357,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
338,2004,-492,3445,-348,-359,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
340,2014,-487,3424,-351,-360,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
342,2026,-488,3434,-345,-369,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
344,2031,-481,3407,-355,-362,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
346,2003,-486,3424,-358,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
348,1970,-497,3455,-359,-370,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
350,2008,-489,3444,-352,-369,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
352,1975,-494,3432,-348,-365,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
354,1978,-486,3448,-355,-367,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
356,1998,-482,3412,-342,-363,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
358,2032,-469,3432,-350,-362,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
360,1994,-495,3400,-344,-361,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
362,1996,-491,3435,-360,-362,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
364,2018,-481,3450,-346,-362,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
366,1993,-464,3423,-357,-364,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
368,1963,-482,3452,-358,-359,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
370,1980,-473,3401,-350,-360,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
372,1990,-484,3421,-358,-367,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
374,2001,-486,3407,-357,-367,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
376,1981,-469,3459,-345,-359,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
378,2031,-494,3434,-351,-356,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
380,1979,-475,3414,-353,-361,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
382,1992,-488,3437,-345,-368,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
384,2036,-498,3440,-357,-362,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
386,2019,-498,3437,-355,-365,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
388,2014,-472,3419,-358,-364,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
390,2002,-466,3444,-346,-361,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
392,2034,-476,3449,-351,-362,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
394,2003,-484,3432,-355,-363,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
396,2027,-488,3421,-343,-362,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
398,1986,-482,3415,-349,-359,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
400,2014,-486,3448,-342,-370,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
402,1980,-493,3438,-355,-365,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
404,2036,-494,3426,-343,-362,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
406,2004,-473,3428,-344,-362,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
408,2024,-498,3444,-345,-357,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
410,2004,-479,3446,-358,-362,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
412,2011,-481,3403,-343,-370,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
414,1983,-492,3452,-346,-366,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
416,2008,-486,3421,-359,-360,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
418,2000,-498,3407,-360,-366,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
420,2029,-483,3404,-360,-363,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
422,2014,-494,3400,-347,-359,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
424,1996,-500,3431,-351,-362,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
426,1963,-490,3453,-342,-359,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
428,2017,-473,3405,-357,-362,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
430,2017,-483,3456,-356,-366,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
432,2019,-485,3450,-354,-359,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
434,1975,-486,3427,-346,-364,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
436,1980,-482,3433,-343,-367,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
438,2018,-469,3403,-360,-359,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
440,1998,-489,3440,-348,-363,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
442,2035,-461,3433,-355,-363,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
444,2033,-462,3428,-354,-365,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
446,1973,-467,3420,-347,-369,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
448,1970,-492,3405,-342,-365,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
450,1963,-486,3443,-354,-361,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
452,1982,-465,3421,-346,-370,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
454,2037,-500,3433,-345,-359,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
456,1987,-500,3445,-347,-360,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
458,1985,-480,3452,-359,-359,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
460,2031,-489,3411,-346,-361,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
462,1975,-490,3407,-348,-370,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
464,1975,-466,3447,-346,-367,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
466,2019,-488,3425,-354,-363,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
468,2036,-500,3419,-348,-363,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
470,1965,-481,3412,-357,-367,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
472,1973,-483,3429,-357,-370,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
474,1964,-482,3453,-352,-362,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
476,2039,-482,3449,-354,-365,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
478,2010,-496,3406,-357,-367,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
480,1967,-474,3456,-353,-368,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
482,1982,-469,3421,-356,-356,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
484,2002,-469,3441,-346,-364,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
486,2014,-500,3415,-360,-365,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
488,2014,-499,3408,-347,-366,-36,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
490,2039,-481,3455,-357,-367,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
492,1965,-480,3415,-344,-369,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
494,2031,-492,3429,-354,-356,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
496,1984,-481,3458,-360,-367,-35,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
498,1998,-477,3425,-360,-357,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
500,1968,-461,3439,-354,-361,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
502,2010,-477,3426,-341,-366,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
504,2006,-488,3416,-354,-365,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
506,2019,-464,3448,-350,-362,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
508,1990,-500,3450,-345,-361,-40,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
510,2014,-482,3408,-346,-369,-37,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
512,1963,-491,3412,-356,-358,-31,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
514,2013,-488,3430,-357,-368,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
516,2010,-496,3421,-344,-362,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
518,2038,-499,3428,-352,-360,-34,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
520,2018,-496,3403,-349,-362,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
522,1965,-485,3431,-343,-356,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
524,2023,-493,3408,-359,-361,-33,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
526,2034,-467,3437,-348,-370,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
528,1984,-468,3430,-347,-366,-32,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
530,1960,-481,3452,-355,-365,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
532,2006,-498,3454,-355,-356,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
534,1995,-490,3428,-352,-361,-38,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
536,1991,-480,3428,-360,-363,-39,-111.6,37.06,-56.99,2582.65,1355.45,2718.38,true
